2 - questions of the bachelor samson carrasco together with other matters worth knowing and
2 - quixote and also what befell the page who carried the letter to teresa
2 - quixote and his good squire sancho panza endured in the inn which to
2 - quixote and his niece and housekeeper one of the most important chapters in
2 - quixote conferred on several unfortunates who against their will were being carried where
2 - quixote fell sick and of the will he made and how he died
2 - quixote formed to turn shepherd and take to a life in the fields
2 - quixote gave sancho panza before he set out to govern the island together
2 - quixote had as he entered his own village and other incidents that embellish
2 - quixote had in the braying adventure which he did not conclude as he
2 - quixote had in the terrible and undreamt of adventure of the windmills with
2 - quixote had with certain skins of red wine and brings the novel of
2 - quixote had with the goatherd together with the rare adventure of the penitents
2 - quixote in the castle or house of the knight of the green gaban
2 - quixote in the sierra morena which was one of the rarest adventures related
2 - quixote of la mancha and the lacquey tosilos in defence of the daughter
2 - quixote of la mancha was carried away enchanted together with other remarkable incidents
2 - quixote of la mancha with less peril than any ever achieved by any
2 - quixote on entering barcelona together with other matters that partake of the true
2 - quixote reached or could reach together with the happily achieved adventure of the
2 - quixote said he saw in the profound cave of montesinos the impossibility and
2 - quixote took leave of the duke and of what followed with the witty
2 - quixote with dona rodriguez the duchess duenna together with other occurrences worthy of
2 - rare adventure of the penitents which with an expenditure of sweat he brought
2 - reached or could reach together with the happily achieved adventure of the lions
2 - reads will see or what he who has it read to him will
2 - red wine and brings the novel of the ill advised curiosity to a
2 - refinements wherewith don quixote played the part of a lover in the sierra
2 - related a thousand trifling matters as trivial as they are necessary to the
2 - related the adventure of the enamoured shepherd together with other truly droll incidents
2 - related the adventure of the second distressed or afflicted duenna otherwise called dona
2 - related the crafty device sancho adopted to enchant the lady dulcinea and other
2 - related the discourse sancho panza held with his master don quixote and other
2 - related the droll way in which don quixote had himself dubbed a knight
2 - related the grand adventure of the cave of montesinos in the heart of
2 - related the pleasant story of the muleteer together with other strange things that
2 - related the strange and undreamt of adventure of the distressed duenna alias the
2 - related the strange thing which may be regarded as an adventure that happened
2 - related the unfortunate adventure that don quixote fell in with when he fell
2 - related what befell don quixote on his way to see his lady dulcinea
2 - relates how they learned the way in which they were to disenchant the
2 - reply to the doubts and questions of the bachelor samson carrasco together with
2 - resolution don quixote formed to turn shepherd and take to a life in
2 - rich prize of mambrino helmet together with other things that happened to our
2 - rodriguez the duchess duenna together with other occurrences worthy of record and eternal
2 - saddle is finally settled with other adventures that occurred in truth and earnest
2 - said he saw in the profound cave of montesinos the impossibility and magnitude
2 - sancho adopted to enchant the lady dulcinea and other incidents as ludicrous as
2 - sancho held with his master and of the adventure that befell him with
2 - sancho panza and his wife teresa panza and other matters worthy of being
2 - sancho panza before he set out to govern the island together with other
2 - sancho panza endured in the inn which to his misfortune he took to
2 - sancho panza gives a satisfactory reply to the doubts and questions of the
